verse_text,matching_words,match,version,verse_id,doc_id,tokens,tfidf,proportion,runs_pval,corpus
"But as for those my enemies, who would not have me reign over them, bring them hither, and kill them before me.",reign bring,,,Luke 19:27 (Douay-Rheims),sn86088296/1897-01-21/ed-1/seq-5/,2,0.124,0.013,0,chronam
"And it is those who have sought to take away the judgment-seat from me that have been the cause of this great iniquity; for they have used great flattery, and they have led away the hearts of many people, which will be the cause of sore affliction among us; they have withheld our provisions, and have daunted our freemen that they have not come unto you.",people people come great cause used cause great among us take us us people people among come great great judgment among great take among great people away seat many many many great take us used great come cause great cause people people away people us led many cause take great cause great many cause many great judgment us people us take us us among used us people take cause among,,,Alma 61:4,sn83045462/1907-06-30/ed-1/seq-20/,2,0.036,0.005,0.01,chronam
"And a certain man was there, who had been thirty and eight years in his infirmity.",years thirty years certain years certain man years years man years years thirty man eight man man thirty years,,,John 5:5 (ASV),sn85049554/1908-11-13/ed-1/seq-12/,2,0.528,0.056,0,chronam
"and when they come from the market-place, except they bathe themselves, they eat not; and many other things there are, which they have received to hold, washings of cups, and pots, and brasen vessels.)",many come come except except received except received come except many things many place market many many things things,,,Mark 7:4 (ASV),sn89067273/1909-03-04/ed-1/seq-6/,2,0.086,0.01,0.097,chronam
"And his fame went throughout all Syria: and they brought unto him all sick people that were taken with divers diseases and torments, and those which were possessed with devils, and those which were lunatick, and those that had the palsy; and he healed them.",brought fame went people people fame people people people people people people people people people people people went people people fame people went taken people sick,,,Matthew 4:24 (KJV),sn93067760/1898-04-10/ed-1/seq-1/,2,0.052,0.006,0.595,chronam
"Now behold, the Lamanites could not get into their forts of security by any other way save by the entrance, because of the highness of the bank which had been thrown up, and the depth of the ditch which had been dug round about, save it were by the entrance.",now now way get way get way get,,,Alma 49:18,sn82014086/1917-03-24/ed-1/seq-2/,2,0.043,0.006,0,chronam
"And if we have not rather done it for fear of this thing, saying, In time to come your children might speak unto our children, saying, What have ye to do with the LORD God of Israel?",god come come come come time come thing god god god god god god lord god god god god god god time lord lord might time ye time time time come,,,Joshua 22:24 (KJV),sn84022871/1898-08-29/ed-1/seq-6/,2,0.07,0.008,0,chronam
"If we say that we have no sin, we deceive ourselves, and the truth is not in us.",sin say say us us say say us say,,,1 John 1:8 (ASV),sn88085947/1908-06-01/ed-1/seq-2/,2,0.188,0.024,0.004,chronam
"And in thy seed shall all the nations of the earth be blessed, because thou hast obeyed my voice.",shall shall shall nations earth thy seed seed shall thy thou voice shall shall blessed voice shall,,,Genesis 22:18 (Douay-Rheims),sn93060090/1917-09-27/ed-1/seq-2/,2,0.161,0.021,0,chronam
"For we have not a high priest, who can not have compassion on our infirmities: but one tempted in all things like as we are, without sin.",one one one one can can can can high without high one can one one one one one one one high like like,,,Hebrews 4:15 (Douay-Rheims),sn83045774/1921-05-31/ed-1/seq-2/,2,0.093,0.01,0.085,chronam
"And the officers of the children of Israel did see that they were in evil case, when it was said, Ye shall not diminish aught from your bricks, your daily tasks.",said said said see said said see see said said said said said shall said said said shall said shall said see see said said said see see said said said said said said said said shall said said said shall said shall said said said said,,,Exodus 5:19 (ASV),sn84036256/1921-08-05/ed-1/seq-4/,2,0.08,0.01,0.46,chronam
"Furthermore, when we have obtained our kingdom, we will honour thee, and thy nation, and thy temple, with great honour, so that your honour shall be known throughout the world.",shall great thy world throughout great great known throughout shall great world shall throughout shall great known great great shall shall great great great great great great great known great great great great great known great great shall shall obtained,,,1 Maccabees 15:9 (KJV),sn85042147/1848-01-26/ed-1/seq-2/,2,0.075,0.009,0,chronam
"Except the LORD of hosts had left unto us a very small remnant, we should have been as Sodom, we should have been like unto Gomorrah.",,,,Isaiah 1:9 (RV),sn87055779/1921-02-23/ed-1/seq-20/,2,0.078,0.01,0,chronam
Yet you should have been faithful; and he would have extended his arm and supported you against all the fiery darts of the adversary; and he would have been with you in every time of trouble.,every every yet faithful every every time time time every time time time yet time time time arm time,,,Doctrine and Covenants 3:8,sn83030313/1843-03-03/ed-1/seq-2/,2,0.083,0.01,0,chronam
"For if Joshua had given them rest, he would not have spoken afterward of another day.",day day given day day day day day day day given given day given day given given given day day day day day day,,,Hebrews 4:8 (RV),sn85066387/1900-03-15/ed-1/seq-9/,2,0.143,0.019,0.001,chronam
"If we say that we have no sin, we deceive ourselves, and the truth is not in us.",us us us us us us us us,,,1 John 1:8 (KJV),sn84026403/1867-12-28/ed-1/seq-4/,2,0.188,0.024,0,chronam
"Yea, and behold, if he had not been a prophet he could not have testified concerning those things.",things things things,,,Helaman 8:9,sn93067777/1898-04-12/ed-1/seq-3/,2,0.129,0.017,0,chronam
