reference,verse,url,match,likely,most_unusual_phrase,token_count,proportion,tfidf,page
2 Chronicles 36:11 (KJV),"Zedekiah was one and twenty years old when he began to reign, and reigned eleven years in Jerusalem.",http://chroniclingamerica.loc.gov/lccn/sn89074109/1907-03-07/ed-1/seq-3/#words=zedekiah+one+twenty+years+old+when+began+reign+reigned+eleven+years+jerusalem,FALSE,possibly,one years old,1,0.1666666667,1.425544656,sn89074109/1907-03-07/ed-1/seq-3/
Galatians 4:16 (KJV),"Am I therefore become your enemy, because I tell you the truth?",http://chroniclingamerica.loc.gov/lccn/sn86072143/1876-03-31/ed-1/seq-2/#words=am+i+therefore+become+your+enemy+because+i+tell+you+truth,FALSE,possibly,therefore become your,1,0.0666666667,0.6434586816,sn86072143/1876-03-31/ed-1/seq-2/
Luke 12:3 (KJV),Therefore whatsoever ye have spoken in darkness shall be heard in the light; and that which ye have spoken in the ear in closets shall be proclaimed upon the housetops.,http://chroniclingamerica.loc.gov/lccn/sn85034235/1910-12-29/ed-1/seq-4/#words=therefore+whatsoever+ye+spoken+darkness+shall+heard+light+ye+spoken+ear+closets+shall+proclaimed+upon+housetops,TRUE,yes,therefore whatsoever ye have,36,0.8,7.712493844,sn85034235/1910-12-29/ed-1/seq-4/
Nehemiah 2:3 (KJV),"And said unto the king, Let the king live for ever: why should not my countenance be sad, when the city, the place of my fathers' sepulchres, lieth waste, and the gates thereof are consumed with fire?",http://chroniclingamerica.loc.gov/lccn/sn86069620/1897-04-01/ed-1/seq-1/#words=said+unto+king+let+king+live+ever+why+should+my+countenance+sad+when+city+place+my+fathers+sepulchres+lieth+waste+gates+thereof+consumed+fire,FALSE,no,why should not,1,0.0084745763,0.1567189003,sn86069620/1897-04-01/ed-1/seq-1/
Zechariah 7:3 (KJV),"And to speak unto the priests which were in the house of the LORD of hosts, and to the prophets, saying, Should I weep in the fifth month, separating myself, as I have done these so many years?",http://chroniclingamerica.loc.gov/lccn/sn83045784/1863-02-19/ed-1/seq-4/#words=speak+unto+priests+were+house+lord+hosts+prophets+saying+should+i+weep+fifth+month+separating+myself+i+done+so+many+years,FALSE,no,have done so,1,0.0061728395,0.1659024638,sn83045784/1863-02-19/ed-1/seq-4/
Luke 24:16 (KJV),But their eyes were holden that they should not know him.,http://chroniclingamerica.loc.gov/lccn/sn87093353/1920-04-17/ed-1/seq-2/#words=eyes+were+holden+should+know,FALSE,possibly,not know him,2,0.0833333333,1.608646704,sn87093353/1920-04-17/ed-1/seq-2/
1 Chronicles 9:22 (KJV),"All these which were chosen to be porters in the gates were two hundred and twelve. These were reckoned by their genealogy in their villages, whom David and Samuel the seer did ordain in their set office.",http://chroniclingamerica.loc.gov/lccn/sn85038158/1876-09-21/ed-1/seq-4/#words=all+were+chosen+porters+gates+were+two+hundred+twelve+were+reckoned+genealogy+villages+whom+david+samuel+seer+did+ordain+set+office,FALSE,no,all which were,1,0.0052083333,0.201080838,sn85038158/1876-09-21/ed-1/seq-4/
Mark 8:14 (KJV),"Now the disciples had forgotten to take bread, neither had they in the ship with them more than one loaf.",http://chroniclingamerica.loc.gov/lccn/sn87056244/1907-10-03/ed-1/seq-5/#words=now+disciples+had+forgotten+take+bread+neither+had+ship+more+than+one+loaf,FALSE,no,more than one,1,0.0050505051,0.2924812189,sn87056244/1907-10-03/ed-1/seq-5/
1 Corinthians 16:12 (KJV),"As touching our brother Apollos, I greatly desired him to come unto you with the brethren: but his will was not at all to come at this time; but he will come when he shall have convenient time.",http://chroniclingamerica.loc.gov/lccn/sn86081853/1889-11-08/ed-1/seq-3/#words=touching+our+brother+apollos+i+greatly+desired+come+unto+you+brethren+all+come+time+come+when+shall+convenient+time,FALSE,no,time come when,1,0.02,0.1747117898,sn86081853/1889-11-08/ed-1/seq-3/
2 Kings 24:18 (KJV),"Zedekiah was twenty and one years old when he began to reign, and he reigned eleven years in Jerusalem. And his mother's name was Hamutal, the daughter of Jeremiah of Libnah.",http://chroniclingamerica.loc.gov/lccn/sn83030193/1887-10-12/ed-1/seq-1/#words=zedekiah+twenty+one+years+old+when+began+reign+reigned+eleven+years+jerusalem+mother's+name+hamutal+daughter+jeremiah+libnah,FALSE,possibly,one years old,1,0.0555555556,0.475181552,sn83030193/1887-10-12/ed-1/seq-1/
Matthew 25:42 (KJV),"For I was an hungred, and ye gave me no meat: I was thirsty, and ye gave me no drink:",http://chroniclingamerica.loc.gov/lccn/sn84024283/1888-02-16/ed-1/seq-5/#words=i+hungred+ye+gave+me+meat+i+thirsty+ye+gave+me+drink,FALSE,possibly,gave me no,2,0.0740740741,0.6636098551,sn84024283/1888-02-16/ed-1/seq-5/
Mark 10:24 (KJV),"And the disciples were astonished at his words. But Jesus answereth again, and saith unto them, Children, how hard is it for them that trust in riches to enter into the kingdom of God!",http://chroniclingamerica.loc.gov/lccn/sn85042588/1889-03-29/ed-1/seq-2/#words=disciples+were+astonished+words+jesus+answereth+again+saith+unto+children+how+hard+trust+riches+enter+kingdom+god,TRUE,yes,hard them trust riches,14,0.3043478261,2.90739193,sn85042588/1889-03-29/ed-1/seq-2/
John 1:37 (KJV),"And the two disciples heard him speak, and they followed Jesus.",http://chroniclingamerica.loc.gov/lccn/sn88085460/1905-03-31/ed-1/seq-2/#words=two+disciples+heard+speak+followed+jesus,FALSE,possibly,heard him speak,1,0.1111111111,1.027379457,sn88085460/1905-03-31/ed-1/seq-2/
James 5:15 (KJV),"And the prayer of faith shall save the sick, and the Lord shall raise him up; and if he have committed sins, they shall be forgiven him.",http://chroniclingamerica.loc.gov/lccn/sn86069867/1899-12-10/ed-1/seq-4/#words=prayer+faith+shall+save+sick+lord+shall+raise+up+committed+sins+shall+forgiven,TRUE,yes,shall save sick,20,0.5,4.76087287,sn86069867/1899-12-10/ed-1/seq-4/
John 10:5 (KJV),"And a stranger will they not follow, but will flee from him: for they know not the voice of strangers.",http://chroniclingamerica.loc.gov/lccn/sn85038161/1914-09-17/ed-1/seq-6/#words=stranger+follow+flee+know+voice+strangers,FALSE,possibly,him know not,1,0.0555555556,0.536215568,sn85038161/1914-09-17/ed-1/seq-6/
2 Samuel 1:23 (KJV),"Saul and Jonathan were lovely and pleasant in their lives, and in their death they were not divided: they were swifter than eagles, they were stronger than lions.",http://chroniclingamerica.loc.gov/lccn/sn84022770/1909-02-19/ed-1/seq-2/#words=saul+jonathan+were+lovely+pleasant+lives+death+were+divided+were+swifter+than+eagles+were+stronger+than+lions,FALSE,no,were not divided,1,0.0222222222,0.2144862272,sn84022770/1909-02-19/ed-1/seq-2/
Acts 23:13 (KJV),And they were more than forty which had made this conspiracy.,http://chroniclingamerica.loc.gov/lccn/sn84024283/1910-08-11/ed-1/seq-7/#words=were+more+than+forty+had+made+conspiracy,FALSE,possibly,were more than,1,0.0909090909,0.8144302767,sn84024283/1910-08-11/ed-1/seq-7/
Matthew 26:9 (KJV),"For this ointment might have been sold for much, and given to the poor.",http://chroniclingamerica.loc.gov/lccn/sn85033549/1884-07-09/ed-1/seq-3/#words=ointment+might+been+sold+much+given+poor,FALSE,possibly,have been sold,1,0.0666666667,0.6164276744,sn85033549/1884-07-09/ed-1/seq-3/
Ephesians 2:20 (KJV),"And are built upon the foundation of the apostles and prophets, Jesus Christ himself being the chief corner stone;",http://chroniclingamerica.loc.gov/lccn/sn83035487/1845-11-28/ed-1/seq-3/#words=built+upon+foundation+apostles+prophets+jesus+christ+himself+being+chief+corner+stone,TRUE,yes,christ himself being,18,0.6666666667,6.408914698,sn83035487/1845-11-28/ed-1/seq-3/
Mark 3:12 (KJV),And he straitly charged them that they should not make him known.,http://chroniclingamerica.loc.gov/lccn/sn84026688/1916-06-22/ed-1/seq-4/#words=straitly+charged+should+make+known,FALSE,possibly,not make him,1,0.0769230769,0.6891333111,sn84026688/1916-06-22/ed-1/seq-4/
Psalm 80:18 (KJV),"So will not we go back from thee: quicken us, and we will call upon thy name.",http://chroniclingamerica.loc.gov/lccn/sn85033429/1869-08-26/ed-1/seq-2/#words=so+we+go+back+thee+quicken+us+we+call+upon+thy+name,FALSE,no,we call upon,1,0.0333333333,0.3082138372,sn85033429/1869-08-26/ed-1/seq-2/
Matthew 8:34 (KJV),"And, behold, the whole city came out to meet Jesus: and when they saw him, they besought him that he would depart out of their coasts.",http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-02-07/ed-1/seq-4/#words=behold+whole+city+came+out+meet+jesus+when+saw+besought+would+depart+out+coasts,TRUE,yes,came out meet jesus,9,0.2432432432,2.322990035,sn97067613/1889-02-07/ed-1/seq-4/
Psalm 134:2 (KJV),"Lift up your hands in the sanctuary, and bless the LORD.",http://chroniclingamerica.loc.gov/lccn/sn93067846/1894-05-23/ed-1/seq-2/#words=lift+up+your+hands+sanctuary+bless+lord,FALSE,possibly,up your hands,2,0.0909090909,1.754887314,sn93067846/1894-05-23/ed-1/seq-2/
John 14:2 (KJV),"In my Father's house are many mansions: if it were not so, I would have told you. I go to prepare a place for you.",http://chroniclingamerica.loc.gov/lccn/sn85025620/1888-03-22/ed-1/seq-3/#words=my+father's+house+many+mansions+were+so+i+would+told+you+i+go+prepare+place+you,FALSE,possibly,if were not so,3,0.0757575758,0.8564391967,sn85025620/1888-03-22/ed-1/seq-3/
Matthew 20:28 (KJV),"Even as the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.",http://chroniclingamerica.loc.gov/lccn/sn83045217/1921-12-19/ed-1/seq-7/#words=even+son+man+came+ministered+unto+minister+give+life+ransom+many,TRUE,yes,give life ransom,15,0.4444444444,5.117977819,sn83045217/1921-12-19/ed-1/seq-7/
Psalm 64:10 (KJV),"The righteous shall be glad in the LORD, and shall trust in him; and all the upright in heart shall glory.",http://chroniclingamerica.loc.gov/lccn/sn84026788/1900-03-06/ed-1/seq-1/#words=righteous+shall+glad+lord+shall+trust+all+upright+heart+shall+glory,FALSE,no,trust him all,1,0.037037037,0.3424598191,sn84026788/1900-03-06/ed-1/seq-1/
Isaiah 48:19 (KJV),"Thy seed also had been as the sand, and the offspring of thy bowels like the gravel thereof; his name should not have been cut off nor destroyed from before me.",http://chroniclingamerica.loc.gov/lccn/sn82015683/1865-05-11/ed-1/seq-2/#words=thy+seed+also+had+been+sand+offspring+thy+bowels+like+gravel+thereof+name+should+been+cut+off+nor+destroyed+before+me,FALSE,no,not have been,1,0.0166666667,0.1541069186,sn82015683/1865-05-11/ed-1/seq-2/
Psalm 107:3 (KJV),"And gathered them out of the lands, from the east, and from the west, from the north, and from the south.",http://chroniclingamerica.loc.gov/lccn/sn95079154/1911-04-06/ed-1/seq-2/#words=gathered+out+lands+east+west+north+south,FALSE,yes,east west north south,3,0.2,1.791746609,sn95079154/1911-04-06/ed-1/seq-2/
Jeremiah 8:12 (KJV),"Were they ashamed when they had committed abomination? nay, they were not at all ashamed, neither could they blush: therefore shall they fall among them that fall: in the time of their visitation they shall be cast down, saith the LORD.",http://chroniclingamerica.loc.gov/lccn/sn83030272/1908-09-21/ed-1/seq-5/#words=were+ashamed+when+had+committed+abomination+nay+were+all+ashamed+neither+could+blush+therefore+shall+fall+among+fall+time+visitation+shall+cast+down+saith+lord,FALSE,no,were not all,1,0.0138888889,0.1244268478,sn83030272/1908-09-21/ed-1/seq-5/
Judges 14:19 (KJV),"And the Spirit of the LORD came upon him, and he went down to Ashkelon, and slew thirty men of them, and took their spoil, and gave change of garments unto them which expounded the riddle. And his anger was kindled, and he went up to his father's house.",http://chroniclingamerica.loc.gov/lccn/sn92070405/1895-03-22/ed-1/seq-3/#words=spirit+lord+came+upon+went+down+ashkelon+slew+thirty+men+took+spoil+gave+change+garments+unto+expounded+riddle+anger+kindled+went+up+father's+house,FALSE,no,him went down,1,0.0147058824,0.1419394151,sn92070405/1895-03-22/ed-1/seq-3/
Acts 5:4 (KJV),"Whiles it remained, was it not thine own? and after it was sold, was it not in thine own power? why hast thou conceived this thing in thine heart? thou hast not lied unto men, but unto God.",http://chroniclingamerica.loc.gov/lccn/sn84023963/1909-02-05/ed-1/seq-6/#words=whiles+remained+thine+own+after+sold+thine+own+power+why+hast+thou+conceived+thing+thine+heart+thou+hast+lied+unto+men+unto+god,TRUE,yes,thine own after sold,50,0.7692307692,7.359530171,sn84023963/1909-02-05/ed-1/seq-6/
Genesis 15:11 (KJV),"And when the fowls came down upon the carcases, Abram drove them away.",http://chroniclingamerica.loc.gov/lccn/sn84024716/1908-08-05/ed-1/seq-4/#words=when+fowls+came+down+upon+carcases+abram+drove+away,FALSE,no,came down upon,1,0.0476190476,0.4403054817,sn84024716/1908-08-05/ed-1/seq-4/
Revelation 17:2 (KJV),"With whom the kings of the earth have committed fornication, and the inhabitants of the earth have been made drunk with the wine of her fornication.",http://chroniclingamerica.loc.gov/lccn/sn85042460/1888-02-29/ed-1/seq-6/#words=whom+kings+earth+committed+fornication+inhabitants+earth+been+made+drunk+wine+fornication,FALSE,no,have been made,1,0.0101010101,0.2714767589,sn85042460/1888-02-29/ed-1/seq-6/
Lamentations 5:7 (KJV),"Our fathers have sinned, and are not; and we have borne their iniquities.",http://chroniclingamerica.loc.gov/lccn/sn84024738/1856-04-29/ed-1/seq-2/#words=our+fathers+sinned+we+borne+iniquities,FALSE,possibly,not we have,1,0.0588235294,0.503133408,sn84024738/1856-04-29/ed-1/seq-2/
Acts 11:10 (KJV),And this was done three times: and all were drawn up again into heaven.,http://chroniclingamerica.loc.gov/lccn/sn83040052/1898-12-30/ed-1/seq-2/#words=done+three+times+all+were+drawn+up+again+heaven,FALSE,possibly,were drawn up,1,0.0555555556,0.536215568,sn83040052/1898-12-30/ed-1/seq-2/
Luke 1:12 (KJV),"And when Zacharias saw him, he was troubled, and fear fell upon him.",http://chroniclingamerica.loc.gov/lccn/sn83025294/1903-03-17/ed-1/seq-2/#words=when+zacharias+saw+troubled+fear+fell+upon,FALSE,possibly,fell upon him,1,0.0555555556,0.475181552,sn83025294/1903-03-17/ed-1/seq-2/
Luke 9:13 (KJV),"But he said unto them, Give ye them to eat. And they said, We have no more but five loaves and two fishes; except we should go and buy meat for all this people.",http://chroniclingamerica.loc.gov/lccn/sn82003410/1846-03-21/ed-1/seq-2/#words=said+unto+give+ye+eat+said+we+more+five+loaves+two+fishes+except+we+should+go+buy+meat+all+people,FALSE,no,have no more,1,0.0094339623,0.1690326989,sn82003410/1846-03-21/ed-1/seq-2/
Luke 2:42 (KJV),"And when he was twelve years old, they went up to Jerusalem after the custom of the feast.",http://chroniclingamerica.loc.gov/lccn/sn86053569/1838-12-01/ed-1/seq-4/#words=when+twelve+years+old+went+up+jerusalem+after+custom+feast,FALSE,possibly,when years old,1,0.0588235294,0.5439067715,sn86053569/1838-12-01/ed-1/seq-4/
1 Chronicles 9:24 (KJV),"In four quarters were the porters, toward the east, west, north, and south.",http://chroniclingamerica.loc.gov/lccn/sn85054845/1859-12-22/ed-1/seq-3/#words=four+quarters+were+porters+toward+east+west+north+south,FALSE,yes,east west north south,3,0.2,1.791746609,sn85054845/1859-12-22/ed-1/seq-3/
Hebrews 1:4 (KJV),"Being made so much better than the angels, as he hath by inheritance obtained a more excellent name than they.",http://chroniclingamerica.loc.gov/lccn/sn85054845/1859-12-01/ed-1/seq-2/#words=being+made+so+much+better+than+angels+hath+inheritance+obtained+more+excellent+name+than,FALSE,no,much better than,1,0.0101010101,0.2801943975,sn85054845/1859-12-01/ed-1/seq-2/
Matthew 6:9 (KJV),"After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.",http://chroniclingamerica.loc.gov/lccn/sn88078726/1854-04-06/ed-1/seq-1/#words=after+manner+therefore+pray+ye+our+father+art+heaven+hallowed+thy+name,TRUE,possibly,father which art heaven,6,0.2,1.839693621,sn88078726/1854-04-06/ed-1/seq-1/
Job 34:23 (KJV),For he will not lay upon man more than right; that he should enter into judgment with God.,http://chroniclingamerica.loc.gov/lccn/sn86064205/1889-08-17/ed-1/seq-4/#words=lay+upon+man+more+than+right+should+enter+judgment+god,FALSE,no,man more than,1,0.0416666667,0.402161676,sn86064205/1889-08-17/ed-1/seq-4/
Job 31:20 (KJV),"If his loins have not blessed me, and if he were not warmed with the fleece of my sheep;",http://chroniclingamerica.loc.gov/lccn/sn84026259/1875-03-25/ed-1/seq-1/#words=loins+blessed+me+were+warmed+fleece+my+sheep,FALSE,no,if were not,1,0.037037037,0.3318049275,sn84026259/1875-03-25/ed-1/seq-1/
Philippians 1:13 (KJV),"So that my bonds in Christ are manifest in all the palace, and in all other places;",http://chroniclingamerica.loc.gov/lccn/sn84026912/1851-02-01/ed-1/seq-6/#words=so+my+bonds+christ+manifest+all+palace+all+other+places,FALSE,possibly,all other places,1,0.0555555556,0.536215568,sn84026912/1851-02-01/ed-1/seq-6/
Numbers 2:30 (KJV),"And his host, and those that were numbered of them, were fifty and three thousand and four hundred.",http://chroniclingamerica.loc.gov/lccn/sn87065532/1893-08-04/ed-1/seq-4/#words=host+those+were+numbered+were+fifty+three+thousand+four+hundred,FALSE,yes,them were three,1,0.2,1.791746609,sn87065532/1893-08-04/ed-1/seq-4/
